  node     xx        yy       zz         ux            uy          uz         dx            dy          dz
 19156    -25000   18373.5   0      0.00725006   0.00671202   0.0104252      0.00725006   0.00671202   0.0104252
 19037    -25000   17771.1   0      0.00857727   0.00560207   0.0106029      0.00857727   0.00560207   0.0106029
 18954    -25000   17168.7   0      0.010014   0.00447833   0.010769      0.010014   0.00447833   0.010769
 18892    -25000   16566.3   0      0.0114792   0.0033533   0.0109009      0.0114792   0.0033533   0.0109009
 18823    -25000   15963.9   0      0.0130606   0.0021972   0.011      0.0130606   0.0021972   0.011
 18678    -25000   15361.4   0      0.0146767   0.001073   0.0110884      0.0146767   0.001073   0.0110884
 17437    -25000   14759   0      0.0163746   -6.94509e-05   0.0111322      0.0163746   -6.94509e-05   0.0111322
 18681    -25000   14156.6   0      0.0181336   -0.00117772   0.0111456      0.0181336   -0.00117772   0.0111456
 18664    -25000   13554.2   0      0.0199078   -0.00223983   0.0111623      0.0199078   -0.00223983   0.0111623
 18552    -25000   12951.8   0      0.0217377   -0.00331014   0.0110997      0.0217377   -0.00331014   0.0110997
 18540    -25000   12349.4   0      0.0235719   -0.00428652   0.0110153      0.0235719   -0.00428652   0.0110153
 18393    -25000   11747   0      0.0254342   -0.00525201   0.0108923      0.0254342   -0.00525201   0.0108923
 18390    -25000   11144.6   0      0.027289   -0.00612357   0.010747      0.027289   -0.00612357   0.010747
 18391    -25000   10542.2   0      0.0290886   -0.00692396   0.0105382      0.0290886   -0.00692396   0.0105382
 18323    -25000   9939.76   0      0.0308427   -0.00766993   0.0103089      0.0308427   -0.00766993   0.0103089
 21515    -25000   9337.35   0      0.032564   -0.00832453   0.0100256      0.032564   -0.00832453   0.0100256
 18189    -25000   8734.94   0      0.0341251   -0.00889242   0.00973195      0.0341251   -0.00889242   0.00973195
 18148    -25000   8132.53   0      0.0356708   -0.00938321   0.00939929      0.0356708   -0.00938321   0.00939929
 18138    -25000   7530.12   0      0.0370303   -0.00975978   0.00902228      0.0370303   -0.00975978   0.00902228
 12427    -25000   6927.71   0      0.038212   -0.0100639   0.00863206      0.038212   -0.0100639   0.00863206
 12760    -25000   6325.3   0      0.0393164   -0.0102805   0.00820994      0.0393164   -0.0102805   0.00820994
 12762    -25000   5722.89   0      0.0401574   -0.0104205   0.0077768      0.0401574   -0.0104205   0.0077768
 17799    -25000   5120.48   0      0.0408088   -0.0104889   0.00734043      0.0408088   -0.0104889   0.00734043
 17633    -25000   4518.07   0      0.0412796   -0.0104843   0.00687354      0.0412796   -0.0104843   0.00687354
 17605    -25000   3915.66   0      0.0414287   -0.0104352   0.00644911      0.0414287   -0.0104352   0.00644911
 17732    -25000   3313.25   0      0.0414918   -0.0103591   0.00595077      0.0414918   -0.0103591   0.00595077
 17600    -25000   2710.84   0      0.041172   -0.0102307   0.00550839      0.041172   -0.0102307   0.00550839
 17602    -25000   2108.43   0      0.0406986   -0.0101036   0.00503345      0.0406986   -0.0101036   0.00503345
 17629    -25000   1506.02   0      0.0400489   -0.00998207   0.00460685      0.0400489   -0.00998207   0.00460685
 17610    -25000   903.614   0      0.0390414   -0.00984961   0.00420199      0.0390414   -0.00984961   0.00420199
 17627    -25000   301.205   0      0.0379361   -0.00977049   0.00377336      0.0379361   -0.00977049   0.00377336
 12826    -25000   -301.205   0      0.0365948   -0.00969335   0.00342274      0.0365948   -0.00969335   0.00342274
