  Node     xx        yy       zz         ux            uy          uz         dx            dy          dz
 2045    -25000   -3915.66   0      0.00762165   0.0166262   -0.0160906      0.00762165   0.0166262   -0.0160906
 2044    -25000   -4518.07   0      0.00918284   0.0179712   -0.0156861      0.00918284   0.0179712   -0.0156861
 5789    -25000   -5120.48   0      0.0106668   0.0192889   -0.0152476      0.0106668   0.0192889   -0.0152476
 294    -25000   -5722.89   0      0.0121513   0.0206585   -0.0148231      0.0121513   0.0206585   -0.0148231
 655    -25000   -6325.3   0      0.0134979   0.021984   -0.0143836      0.0134979   0.021984   -0.0143836
 280    -25000   -6927.71   0      0.0147927   0.0232897   -0.013917      0.0147927   0.0232897   -0.013917
 2783    -25000   -7530.12   0      0.0160333   0.024604   -0.013435      0.0160333   0.024604   -0.013435
 3613    -25000   -8132.53   0      0.0171177   0.0258546   -0.0129643      0.0171177   0.0258546   -0.0129643
 5781    -25000   -8734.94   0      0.0181766   0.0270986   -0.0124732      0.0181766   0.0270986   -0.0124732
 6347    -25000   -9337.35   0      0.0190746   0.0282721   -0.0119846      0.0190746   0.0282721   -0.0119846
 5736    -25000   -9939.76   0      0.0198996   0.0294016   -0.0114801      0.0198996   0.0294016   -0.0114801
 5102    -25000   -10542.2   0      0.0206384   0.0304743   -0.010996      0.0206384   0.0304743   -0.010996
 5738    -25000   -11144.6   0      0.021238   0.0314684   -0.0105048      0.021238   0.0314684   -0.0105048
 1870    -25000   -11747   0      0.0218101   0.0324399   -0.0100325      0.0218101   0.0324399   -0.0100325
 5049    -25000   -12349.4   0      0.0222462   0.033329   -0.00955643      0.0222462   0.033329   -0.00955643
 699    -25000   -12951.8   0      0.022617   0.0341587   -0.0090806      0.022617   0.0341587   -0.0090806
 2725    -25000   -13554.2   0      0.0229096   0.0349145   -0.00861668      0.0229096   0.0349145   -0.00861668
 1388    -25000   -14156.6   0      0.0231029   0.0355867   -0.00815217      0.0231029   0.0355867   -0.00815217
 5756    -25000   -14759   0      0.023259   0.036221   -0.00771539      0.023259   0.036221   -0.00771539
 5765    -25000   -15361.4   0      0.0233249   0.0367715   -0.00727586      0.0233249   0.0367715   -0.00727586
 711    -25000   -15963.9   0      0.0233363   0.0372714   -0.00685573      0.0233363   0.0372714   -0.00685573
 5080    -25000   -16566.3   0      0.0233038   0.0377037   -0.006438      0.0233038   0.0377037   -0.006438
 1816    -25000   -17168.7   0      0.0231998   0.0380594   -0.00603529      0.0231998   0.0380594   -0.00603529
 3846    -25000   -17771.1   0      0.0230731   0.0383797   -0.0056494      0.0230731   0.0383797   -0.0056494
 744    -25000   -18373.5   0      0.0228972   0.0386316   -0.0052654      0.0228972   0.0386316   -0.0052654
 2746    -25000   -18975.9   0      0.0226685   0.0388222   -0.00490677      0.0226685   0.0388222   -0.00490677
 6314    -25000   -19578.3   0      0.0224311   0.0389763   -0.00455389      0.0224311   0.0389763   -0.00455389
 4379    -25000   -20180.7   0      0.0221458   0.039065   -0.00421608      0.0221458   0.039065   -0.00421608
 20072    -25000   -20783.1   0      0.021841   0.0391214   -0.00389427      0.021841   0.0391214   -0.00389427
 1104    -25000   -21385.5   0      0.0215223   0.0391353   -0.00357092      0.0215223   0.0391353   -0.00357092
 4364    -25000   -21988   0      0.0211719   0.0391007   -0.00327085      0.0211719   0.0391007   -0.00327085
 11200    -25000   -22590.4   0      0.0208176   0.0390352   -0.00297662      0.0208176   0.0390352   -0.00297662
 5948    -25000   -23192.8   0      0.0204544   0.0389408   -0.00269345      0.0204544   0.0389408   -0.00269345
 11766    -25000   -23795.2   0      0.0200879   0.0388145   -0.00240381      0.0200879   0.0388145   -0.00240381
 11768    -25000   -24397.6   0      0.0197293   0.0386585   -0.00212471      0.0197293   0.0386585   -0.00212471
 14695    -24397.6   -25000   0      0.0198836   0.0400914   -0.00184534      0.0198836   0.0400914   -0.00184534
 11955    -23795.2   -25000   0      0.0204051   0.0417955   -0.00181354      0.0204051   0.0417955   -0.00181354
 5852    -23192.8   -25000   0      0.020927   0.0436062   -0.00179019      0.020927   0.0436062   -0.00179019
 2921    -22590.4   -25000   0      0.0214235   0.0454533   -0.00175867      0.0214235   0.0454533   -0.00175867
 5133    -21988   -25000   0      0.0219249   0.0474115   -0.00171636      0.0219249   0.0474115   -0.00171636
 762    -21385.5   -25000   0      0.0224091   0.0494279   -0.00166526      0.0224091   0.0494279   -0.00166526
 6328    -20783.1   -25000   0      0.0228844   0.0514916   -0.00160851      0.0228844   0.0514916   -0.00160851
 2385    -20180.7   -25000   0      0.0233398   0.0536749   -0.00155842      0.0233398   0.0536749   -0.00155842
 2041    -19578.3   -25000   0      0.0237611   0.0558923   -0.00150618      0.0237611   0.0558923   -0.00150618
 2580    -18975.9   -25000   0      0.0241669   0.0582097   -0.00145672      0.0241669   0.0582097   -0.00145672
 3543    -18373.5   -25000   0      0.0245206   0.0605797   -0.00139896      0.0245206   0.0605797   -0.00139896
