
Model of Maule fault in Chile
3 fixed CMB points

 Gravity changes  -- element group #1 

 Simulation time = 0.000000 ; step size = 0

 coordinates                          accelerations . . .->      geoid change & gradients
   X             Y            Z       dg_x        dg_y      dg_z      dg_net        dN    P_zx     P_zy     P_zz
-1.89852e+06  -2.42834e+06  -1.56362e+06      -8.30873e-11  -2.65973e-11  -1.93893e-10     -9.82     -0.000269519    1.84297e-16     1.17512e-16     -7.14273e-17
2.63282e+06  -2.22812e+06  -247625      1.41385e-10  -1.08741e-10  -3.12099e-10     -9.82     -0.000315236    1.25903e-17     -5.66456e-18     3.40017e-17
-825820  -3.20599e+06  -1.01881e+06      -7.28881e-11  -6.75372e-11  -2.4096e-10     -9.82     -0.000286506    5.16825e-17     1.26164e-16     -3.65011e-17
-1.04459e+06  -3.29848e+06  233202      -8.92869e-11  -9.01916e-11  -3.59444e-10     -9.82     -0.000322499    -9.08201e-17     3.40788e-17     -1.31873e-16
-1.47774e+06  -3.11948e+06  367695      -1.12286e-10  -7.42814e-11  -3.7979e-10     -9.82     -0.000325002    4.56409e-17     -4.00496e-17     -2.65731e-16
-2.98534e+06  1.2408e+06  -1.20458e+06      -1.00882e-10  -3.44751e-11  -2.20942e-10     -9.82     -0.000281394    1.77507e-16     2.06504e-17     -7.00087e-17
-1.42235e+06  -2.76073e+06  -1.52868e+06      -7.76635e-11  -4.75834e-11  -2.07879e-10     -9.82     -0.000272357    5.85202e-17     1.26013e-16     -3.28965e-17
2.82247e+06  -841331  -1.82893e+06      1.48909e-10  -3.83101e-11  -2.54921e-10     -9.82     -0.000277117    6.98087e-17     -3.25692e-17     4.20202e-17
220824  3.16052e+06  -1.39889e+06      1.89046e-11  1.35098e-10  -2.65766e-10     -9.82     -0.000289895    1.87629e-17     2.95934e-17     4.72181e-17
281716  -2.76028e+06  -2.0777e+06      -2.92889e-11  -9.07654e-11  -2.41551e-10     -9.82     -0.000269167    2.03183e-17     7.16489e-17     8.56649e-17
1.76335e+06  2.31393e+06  -1.8942e+06      1.04813e-10  1.08305e-10  -2.53045e-10     -9.82     -0.000278014    7.28961e-17     6.25723e-17     4.24586e-17
-2.05591e+06  -1.10177e+06  -2.55983e+06      -8.28117e-11  -3.94249e-11  -1.75246e-10     -9.82     -0.000253397    1.23684e-16     5.60598e-17     4.74212e-17
-6237.67  2.33425e+06  -2.56242e+06      -9.08239e-12  9.47764e-11  -2.75678e-10     -9.82     -0.000267332    2.60677e-17     1.20838e-16     -5.6742e-17
1.19296e+06  -2.37079e+06  -2.229e+06      3.81908e-12  -9.99714e-11  -2.73617e-10     -9.82     -0.000268457    -8.04479e-17     -4.41461e-17     7.71446e-18
-341396  -2.45881e+06  -2.42684e+06      -6.39589e-11  -7.61054e-11  -2.27914e-10     -9.82     -0.000260874    -1.70458e-17     4.26696e-17     5.92394e-17
1.2697e+06  -3.20141e+06  333122      4.33676e-11  -1.67706e-10  -3.66351e-10     -9.82     -0.000335642    -2.76369e-17     3.02998e-17     -8.66128e-18
3.20527e+06  313377  1.29205e+06      3.91563e-10  5.38442e-11  -5.43697e-10     -9.82     -0.000382355    -7.55374e-17     -8.66222e-17     1.54793e-17
-534602  308653  3.38846e+06      -6.59689e-10  2.91438e-10  -1.51802e-09     -9.82     -0.000801788    5.73001e-16     -3.56889e-16     -1.76775e-15
-7.76102e-11  -617305  3.38846e+06      -2.84385e-11  -8.87864e-10  -1.5987e-09     -9.82     -0.000796761    8.78161e-17     4.17427e-16     -1.32161e-15
-534602  -308653  3.38846e+06      -6.1441e-10  -5.09129e-10  -1.63331e-09     -9.82     -0.000798037    -1.49226e-16     4.85298e-16     -9.99005e-16
-1.0422e+06  -2.74209e+06  1.85018e+06      -1.81291e-10  -3.83943e-10  -7.41137e-10     -9.82     -0.000420719    -8.7132e-17     -2.92346e-17     6.17708e-17
-1.72167e+06  -3.01543e+06  7716.38      -1.02387e-10  -4.19358e-11  -3.26381e-10     -9.82     -0.0003098    1.02941e-18     4.77189e-17     -7.68081e-17
2.0613e+06  1.09659e+06  2.56338e+06      8.96907e-10  4.49913e-10  -9.41844e-10     -9.82     -0.000532216    -8.80634e-16     -3.61856e-16     -3.66532e-16
-3.09216e+06  302859  -1.52072e+06      -8.04476e-11  -4.17637e-11  -1.79336e-10     -9.82     -0.00026994    2.27804e-16     4.70908e-17     -1.04661e-16
-2.656e+06  869902  -2.03705e+06      -9.86109e-11  -2.50204e-11  -1.93543e-10     -9.82     -0.000264626    1.51954e-16     6.10591e-18     -1.49403e-17
-3.27591e+06  190062  -1.10678e+06      -6.8206e-11  -3.94531e-11  -2.10924e-10     -9.82     -0.000276904    2.11274e-16     1.68588e-17     -1.22342e-16
-3.43878e+06  249093  -300461      -7.97057e-11  -3.79965e-11  -2.81673e-10     -9.82     -0.000297153    9.51002e-17     -1.38387e-16     -2.11211e-16
-585706  3.13017e+06  -1.38766e+06      -3.00754e-11  1.27759e-10  -2.69244e-10     -9.82     -0.000290027    1.06512e-17     6.52098e-17     7.14079e-17
-685380  2.91478e+06  -1.74511e+06      -5.14104e-11  1.10078e-10  -2.64692e-10     -9.82     -0.000282126    -6.82265e-17     1.92089e-17     6.64718e-17
-39333.6  -3.23253e+06  1.25465e+06      -5.2063e-11  -2.55416e-10  -5.38289e-10     -9.82     -0.000378666    3.4466e-17     3.65335e-17     1.09684e-16
934554  1.0772e+06  3.15673e+06      8.47808e-10  1.00433e-09  -1.28514e-09     -9.82     -0.000700932    -1.20526e-15     -9.30937e-16     -1.31221e-15
536328  -3.3457e+06  748921      -6.09002e-12  -1.90247e-10  -4.26609e-10     -9.82     -0.000351713    1.40134e-18     -9.87649e-18     -3.42985e-17
912433  -1.10253e+06  3.15711e+06      7.99679e-10  -1.1177e-09  -1.41691e-09     -9.82     -0.000692304    -9.36784e-16     9.79144e-16     -1.68589e-16
2.08561e+06  -311444  2.75349e+06      1.12171e-09  -1.79456e-10  -1.034e-09     -9.82     -0.000571216    -1.09921e-15     4.32786e-18     -2.86158e-16
-462223  -3.14121e+06  1.37955e+06      -6.34435e-11  -2.80291e-10  -5.90915e-10     -9.82     -0.000386792    -3.13703e-17     -3.63096e-17     -6.69733e-18
2.56155e+06  2.09461e+06  1.00662e+06      2.77204e-10  1.87917e-10  -4.77742e-10     -9.82     -0.00036547    7.73919e-18     -1.24415e-17     5.76854e-17
693702  2.94487e+06  1.69875e+06      1.2764e-10  4.23142e-10  -6.68841e-10     -9.82     -0.000421902    -6.69736e-17     -1.67579e-17     2.86326e-16
3.09113e+06  3141.94  1.58488e+06      4.70282e-10  -1.41021e-12  -5.93404e-10     -9.82     -0.00040479    -2.4069e-16     1.43242e-17     9.42609e-17
-7.76102e-11  -617305  -3.38846e+06      -3.30715e-11  -4.07379e-11  -2.66813e-10     -9.82     -0.000250169    4.55804e-17     -6.8289e-18     -9.73426e-17
3.09486e+06  -1.17586e+06  989748      3.15883e-10  -9.83234e-11  -4.45222e-10     -9.82     -0.00036539    -2.86494e-16     5.11388e-17     1.8182e-17
-3.3843e+06  -670841  -138589      -8.13457e-11  -3.04583e-11  -3.00276e-10     -9.82     -0.000299466    8.40007e-17     8.59182e-17     -2.43754e-16
-717396  -3.3423e+06  547156      -8.09252e-11  -1.31964e-10  -4.13141e-10     -9.82     -0.000337898    -1.93906e-17     2.43635e-17     -8.15827e-17
-3.31342e+06  1.00835e+06  133878      -1.29842e-10  -4.0776e-11  -3.4614e-10     -9.82     -0.000315759    6.6786e-17     -6.18417e-17     -4.30302e-17
-3.38945e+06  -624529  346557      -1.12885e-10  -4.6304e-11  -4.03804e-10     -9.82     -0.000316004    -4.86145e-17     -1.2919e-16     -3.74143e-16
-2.7809e+06  -1.99481e+06  -503972      -7.06532e-11  -1.37876e-11  -2.4554e-10     -9.82     -0.000288967    6.3838e-17     1.10749e-16     -8.7933e-17
-1.62717e+06  -2.96442e+06  -754171      -8.24785e-11  -3.42527e-11  -2.46627e-10     -9.82     -0.000288528    6.73693e-17     1.21871e-16     -1.348e-16
1.6403e+06  -2.94309e+06  -831959      5.86953e-11  -1.32811e-10  -2.74895e-10     -9.82     -0.000298784    1.20797e-17     2.62917e-17     4.79854e-17
-2.59601e+06  -2.03129e+06  -1.04604e+06      -6.30511e-11  -7.20806e-12  -2.14207e-10     -9.82     -0.000276936    1.23683e-16     1.09651e-16     -1.12384e-16
1.23543e+06  2.84279e+06  -1.52968e+06      7.05405e-11  1.23952e-10  -2.61366e-10     -9.82     -0.000286007    -2.2828e-17     1.63719e-17     3.97993e-17
-2.3935e+06  1.31543e+06  -2.11979e+06      -1.05364e-10  -9.54543e-12  -2.15356e-10     -9.82     -0.000265845    5.59864e-17     5.60884e-18     2.96512e-17
-2.21423e+06  -2.38893e+06  -1.15453e+06      -7.54958e-11  -1.87691e-11  -2.08031e-10     -9.82     -0.000276425    1.35096e-16     1.08034e-16     -6.51935e-17
-1.46825e+06  2.78256e+06  -1.44694e+06      -8.76964e-11  8.38786e-11  -2.63859e-10     -9.82     -0.000286765    -2.48282e-17     -1.34035e-17     9.96151e-17
-2.11882e+06  -100441  -2.74074e+06      -9.39917e-11  -3.1593e-11  -1.87864e-10     -9.82     -0.000252736    1.00669e-16     1.79794e-17     2.48625e-17
-1.5334e+06  -2.15845e+06  -2.24345e+06      -7.85068e-11  -4.51283e-11  -1.93793e-10     -9.82     -0.000258826    1.1154e-16     6.694e-17     2.17989e-17
944859  2.73425e+06  -1.91461e+06      5.53089e-11  1.29026e-10  -2.59811e-10     -9.82     -0.000278918    2.40713e-17     8.82702e-17     5.12141e-17
3.08734e+06  1.15559e+06  -1.07776e+06      1.66639e-10  5.47433e-11  -2.51169e-10     -9.82     -0.000290926    -1.54843e-18     -3.84348e-17     3.34699e-17
-1.77158e+06  -365804  -2.94576e+06      -9.3676e-11  -3.62015e-11  -1.9564e-10     -9.82     -0.000250837    4.70616e-17     2.72658e-18     5.08522e-17
1.77791e+06  -541051  -2.91745e+06      8.09048e-11  -3.43652e-11  -2.82704e-10     -9.82     -0.000260074    1.25233e-16     -2.8077e-17     -1.13349e-16
2.371e+06  561765  -2.4646e+06      1.30269e-10  2.53606e-11  -2.66059e-10     -9.82     -0.000267204    1.32309e-16     3.00943e-17     -3.65893e-17
1.39891e+06  -292870  3.15639e+06      1.316e-09  -2.76455e-10  -1.23281e-09     -9.82     -0.000693976    -1.63256e-15     4.89015e-16     -1.43007e-15
1.7311e+06  -555373  2.94996e+06      1.18959e-09  -4.57773e-10  -1.17475e-09     -9.82     -0.000623746    -1.34166e-15     5.13984e-16     -5.86889e-16
1.75349e+06  451726  2.95375e+06      1.27472e-09  3.1011e-10  -1.18161e-09     -9.82     -0.000627733    -1.38047e-15     -4.0588e-16     -7.38495e-16
-2.69513e+06  961183  1.95843e+06      -5.69925e-10  1.30736e-10  -7.93571e-10     -9.82     -0.000435978    4.26919e-16     8.1941e-17     1.64591e-16
1.73034e+06  938472  2.85266e+06      1.13711e-09  5.80408e-10  -9.81595e-10     -9.82     -0.000597772    -2.46277e-15     -9.66431e-16     -1.66209e-15
3.02489e+06  1.14182e+06  1.23989e+06      3.72366e-10  1.42204e-10  -5.27864e-10     -9.82     -0.000378564    1.99066e-17     -5.89763e-17     4.21815e-17
2.63679e+06  -1.64537e+06  -1.51359e+06      1.32346e-10  -7.58214e-11  -2.59498e-10     -9.82     -0.000283392    2.83661e-17     -2.29054e-17     6.1776e-17
175879  2.93837e+06  -1.82171e+06      -1.4293e-12  1.2864e-10  -2.66487e-10     -9.82     -0.000281151    -4.39512e-17     8.50029e-17     2.61523e-17
1.47494e+06  2.22491e+06  -2.21486e+06      8.69485e-11  1.01064e-10  -2.63195e-10     -9.82     -0.00027295    7.62777e-17     7.80288e-17     -1.61709e-17
1.68091e+06  2.61955e+06  -1.52595e+06      1.02735e-10  1.15953e-10  -2.53514e-10     -9.82     -0.000285114    3.97248e-18     2.6748e-17     1.60759e-17
-71290.4  1.9912e+06  2.83142e+06      -7.73774e-11  1.08083e-09  -1.2369e-09     -9.82     -0.000602609    2.68099e-16     -9.51697e-16     -3.59927e-16
1.28541e+06  -1.29094e+06  2.94636e+06      8.37713e-10  -9.07445e-10  -1.20914e-09     -9.82     -0.000620668    -1.48532e-15     1.28306e-15     -7.58275e-16
450282  -1.34866e+06  3.16029e+06      3.84707e-10  -1.238e-09  -1.43957e-09     -9.82     -0.000692482    -3.31353e-16     1.12997e-15     -7.83893e-16
-1.00787e+06  1.93419e+06  2.68596e+06      -4.67822e-10  8.17595e-10  -1.12724e-09     -9.82     -0.000565613    1.52569e-16     -5.58039e-16     -5.44583e-16
-1.44042e+06  1.73309e+06  2.63502e+06      -6.68411e-10  7.50383e-10  -1.0775e-09     -9.82     -0.000550736    8.07634e-16     -9.64758e-16     3.22965e-16
-386355  3.37403e+06  659710      9.83202e-12  2.0841e-10  -4.13436e-10     -9.82     -0.000357014    6.71245e-17     -2.22524e-17     -6.67366e-17
-205075  3.45413e+06  -146214      5.92192e-12  1.63215e-10  -3.22671e-10     -9.82     -0.000323932    -5.80463e-17     -2.20991e-17     -5.32446e-18
1.56859e+06  -1.8813e+06  2.45367e+06      4.85232e-10  -6.36908e-10  -9.27853e-10     -9.82     -0.000508759    -4.37096e-16     5.20708e-16     1.04116e-16
370037  2.53363e+06  2.33521e+06      1.08838e-10  7.36292e-10  -9.624e-10     -9.82     -0.000499794    -9.64283e-17     -2.63994e-16     3.34914e-16
-1.44189e+06  2.98332e+06  1.03894e+06      -1.22113e-10  1.99562e-10  -4.67357e-10     -9.82     -0.000375236    4.21912e-17     1.51798e-17     6.73259e-17
1.77105e+06  -2.33556e+06  1.86086e+06      2.83292e-10  -3.82574e-10  -6.90189e-10     -9.82     -0.000431216    -1.63202e-16     5.71112e-17     1.12072e-16
-1.29157e+06  -1.66951e+06  2.75047e+06      -6.05216e-10  -8.32936e-10  -1.14792e-09     -9.82     -0.000560876    1.77955e-16     6.07222e-16     -1.99936e-16
32538.2  3.18677e+06  1.36505e+06      7.99684e-12  3.28134e-10  -5.77402e-10     -9.82     -0.000396589    -8.50937e-17     6.31595e-18     2.30644e-16
-877983  -1.90688e+06  2.76088e+06      -4.2427e-10  -8.9825e-10  -1.12203e-09     -9.82     -0.000563577    3.2223e-16     4.3562e-16     -6.133e-16
3.17146e+06  1.14152e+06  759096      2.88733e-10  1.11538e-10  -4.21939e-10     -9.82     -0.000351034    -1.54632e-16     8.17051e-18     1.2838e-16
2.8023e+06  1.88186e+06  -779744      1.56047e-10  8.85871e-11  -2.57279e-10     -9.82     -0.000298485    -1.04348e-17     -4.79907e-17     4.45838e-17
1.87946e+06  2.55918e+06  1.37826e+06      2.59831e-10  2.89307e-10  -5.69234e-10     -9.82     -0.000392282    -5.51667e-17     -7.09512e-17     1.45577e-16
-241368  -3.42296e+06  448364      -6.19427e-11  -1.47435e-10  -3.88449e-10     -9.82     -0.000335715    1.32147e-17     2.69539e-17     -2.02526e-17
-2.05789e+06  -2.68251e+06  -756214      -8.50128e-11  -1.66821e-11  -2.35806e-10     -9.82     -0.000286008    1.3403e-16     1.2555e-16     -1.54737e-16
-1.59215e+06  -2.98489e+06  763678      -1.29896e-10  -1.21385e-10  -4.66127e-10     -9.82     -0.000342752    -2.1453e-17     -2.41912e-17     -1.01787e-16
118144  -3.39247e+06  -714087      -4.40874e-11  -1.08921e-10  -2.65689e-10     -9.82     -0.000298124    1.94266e-17     1.08687e-16     2.03982e-17
-2.08145e+06  1.25213e+06  2.47675e+06      -8.05804e-10  3.81934e-10  -9.97198e-10     -9.82     -0.000514913    7.81875e-16     -2.25172e-16     1.30964e-16
-2.06704e+06  -2.78893e+06  30517.8      -9.52237e-11  -3.214e-11  -3.38818e-10     -9.82     -0.000308438    3.15395e-17     2.22658e-17     -1.53691e-16
-52440.2  -3.46602e+06  34305.3      -5.54706e-11  -1.22636e-10  -3.2581e-10     -9.82     -0.000320159    5.40208e-17     3.41515e-17     -1.58584e-16
-669634  3.38647e+06  -338005      -3.08875e-11  1.47536e-10  -3.17874e-10     -9.82     -0.000317854    -1.67185e-17     -5.95636e-17     9.72608e-17
-257272  -3.43228e+06  -393963      -5.97714e-11  -1.01315e-10  -2.90249e-10     -9.82     -0.00030565    -5.15287e-17     9.2087e-17     -7.37331e-18
3.42371e+06  469448  148232      2.24847e-10  4.24962e-11  -3.38996e-10     -9.82     -0.000325067    -7.01974e-17     -2.27125e-17     -5.71424e-18
-2.67502e+06  -1.87477e+06  1.13014e+06      -2.24743e-10  -1.13459e-10  -5.42911e-10     -9.82     -0.000357877    5.20159e-17     -4.29893e-17     -2.9217e-16
-2.98412e+06  1.74303e+06  -126817      -1.34659e-10  -2.60833e-11  -3.28065e-10     -9.82     -0.000313122    2.91877e-17     2.44492e-17     -5.69636e-17
-2.70349e+06  1.72442e+06  -1.27017e+06      -1.10016e-10  -1.54149e-11  -2.43658e-10     -9.82     -0.000283386    8.13631e-17     -2.83097e-17     1.158e-17
1.54365e+06  -3.09567e+06  -58799.8      5.80628e-11  -1.48044e-10  -3.25968e-10     -9.82     -0.000321577    3.04856e-17     2.08185e-17     1.15343e-17
534602  -308653  -3.38846e+06      -5.34203e-12  -2.59946e-11  -2.82283e-10     -9.82     -0.000251878    2.91315e-17     1.30737e-17     -1.21848e-16
74552.8  3.42873e+06  -523007      9.1567e-12  1.52119e-10  -2.9301e-10     -9.82     -0.000311767    7.90355e-18     -5.7671e-17     1.56908e-17
2.33721e+06  2.55034e+06  138670      1.58347e-10  1.41428e-10  -3.31254e-10     -9.82     -0.000326961    3.79765e-17     -3.46387e-17     1.17353e-17
2.33137e+06  2.52721e+06  -360269      1.46731e-10  1.18095e-10  -2.84947e-10     -9.82     -0.000311039    -4.29241e-17     -4.03129e-17     -6.13465e-18
2.58789e+06  1.8504e+06  1.37634e+06      3.47965e-10  2.21097e-10  -5.55862e-10     -9.82     -0.000388587    -2.28376e-16     8.69882e-17     -2.81712e-17
2.72949e+06  1.15652e+06  -1.7855e+06      1.48029e-10  5.0241e-11  -2.45937e-10     -9.82     -0.000277911    4.03005e-17     -5.14052e-19     5.63214e-17
2.44723e+06  1.31281e+06  -2.07633e+06      1.31794e-10  6.20451e-11  -2.55728e-10     -9.82     -0.000273646    9.01367e-17     2.68198e-17     -4.73846e-18
-710808  -3.34559e+06  -519322      -7.95644e-11  -8.04498e-11  -2.74511e-10     -9.82     -0.000300104    6.03931e-17     8.23416e-17     -2.93691e-17
2.89827e+06  -1.17908e+06  -1.47059e+06      1.4875e-10  -4.86495e-11  -2.53655e-10     -9.82     -0.000283892    -1.28053e-17     -5.07373e-18     5.59441e-17
367520  -3.12604e+06  1.45725e+06      7.20023e-13  -2.993e-10  -5.83594e-10     -9.82     -0.000394104    -1.24961e-16     -1.07723e-16     -8.2734e-18
-7.76102e-11  617305  3.38846e+06      -6.09354e-11  5.74088e-10  -1.66111e-09     -9.82     -0.000807153    7.73077e-16     6.87731e-16     -1.14578e-15
404437  1.75489e+06  -2.96161e+06      4.79029e-12  7.49932e-11  -2.82692e-10     -9.82     -0.000260879    2.24163e-17     1.18892e-16     -8.47735e-17
393538  2.4752e+06  -2.40413e+06      1.27558e-11  1.11718e-10  -2.70015e-10     -9.82     -0.000270471    2.86299e-17     6.32032e-17     -4.95685e-17
-572218  1.33349e+06  3.13939e+06      -5.55712e-10  1.20263e-09  -1.46016e-09     -9.82     -0.000699392    6.29298e-16     -1.3048e-15     -8.02663e-17
461883  -2.91023e+06  1.82084e+06      3.6422e-11  -4.13542e-10  -6.94006e-10     -9.82     -0.000425875    -8.69453e-17     3.80765e-17     9.7904e-18
163218  -2.75838e+06  2.09785e+06      -1.0001e-11  -5.19734e-10  -8.1661e-10     -9.82     -0.000454468    2.09631e-16     1.30831e-16     2.06589e-16
-805252  2.92732e+06  1.67784e+06      -1.27903e-10  4.01853e-10  -6.32379e-10     -9.82     -0.00042145    2.19989e-16     -5.08259e-16     4.8789e-17
1.97075e+06  -1.625e+06  2.3442e+06      5.62624e-10  -4.85564e-10  -8.56396e-10     -9.82     -0.000491777    -4.83772e-16     1.70565e-16     -1.16771e-16
2.34593e+06  -957725  2.37458e+06      7.86011e-10  -3.00336e-10  -8.11984e-10     -9.82     -0.000495895    -1.14717e-15     -1.01992e-16     -3.41303e-16
2.09867e+06  166645  2.75585e+06      1.16982e-09  7.46819e-11  -1.02484e-09     -9.82     -0.000572242    -1.20307e-15     1.88899e-17     -2.14954e-16
454912  1.3458e+06  -3.16166e+06      1.4158e-11  4.53743e-11  -2.91379e-10     -9.82     -0.000257457    5.71748e-17     1.12735e-16     -1.03385e-16
-2.93289e+06  -104726  -1.83536e+06      -7.24822e-11  -3.59603e-11  -1.76588e-10     -9.82     -0.000263538    1.83285e-16     1.12149e-17     -1.70772e-17
534602  308653  3.38846e+06      7.64493e-10  3.20923e-10  -1.15167e-09     -9.82     -0.000797387    -2.62986e-15     -8.45985e-16     -8.42189e-15
-571979  1.75347e+06  2.92209e+06      -3.93461e-10  1.14785e-09  -1.33273e-09     -9.82     -0.000628455    7.12222e-16     -1.61036e-15     -5.60842e-16
-1.30734e+06  -3.00323e+06  -1.11754e+06      -8.94097e-11  -4.03821e-11  -2.29366e-10     -9.82     -0.000281797    8.83691e-17     1.43428e-16     -1.068e-16
2.36418e+06  -534315  2.48681e+06      9.20632e-10  -2.47485e-10  -8.90744e-10     -9.82     -0.000515456    -1.18024e-15     5.11877e-16     -2.2393e-18
-455612  1.74176e+06  -2.96057e+06      -4.63069e-11  6.08103e-11  -2.75257e-10     -9.82     -0.000259423    -1.04773e-17     1.18238e-16     -9.13065e-17
2.89288e+06  236525  1.90995e+06      6.0825e-10  7.19725e-11  -6.81688e-10     -9.82     -0.000435252    -4.07728e-16     -8.11748e-17     1.36419e-16
415725  -2.44809e+06  -2.42691e+06      5.57179e-12  -8.38548e-11  -2.54173e-10     -9.82     -0.000262953    5.37711e-17     -2.54211e-17     3.13705e-17
2.6769e+06  2.19756e+06  263384      1.86518e-10  1.1733e-10  -3.44216e-10     -9.82     -0.000329882    -7.58525e-17     1.08746e-17     -2.06101e-17
-1.94083e+06  776840  -2.75283e+06      -1.04102e-10  -1.03591e-11  -2.10732e-10     -9.82     -0.000255806    7.97685e-18     3.51625e-17     4.00315e-17
-1.54755e+06  -2.19847e+06  2.19214e+06      -3.39199e-10  -4.40871e-10  -7.81027e-10     -9.82     -0.000462583    3.99155e-16     2.13539e-16     1.59831e-16
-810810  -2.28345e+06  2.48103e+06      -2.83543e-10  -7.2166e-10  -9.79427e-10     -9.82     -0.000507433    2.09154e-16     5.34525e-16     1.33842e-16
2.78395e+06  1.96323e+06  637128      2.25603e-10  1.53545e-10  -3.91882e-10     -9.82     -0.000345258    -2.83625e-17     -1.27647e-16     8.40652e-18
2.33324e+06  -2.21049e+06  1.29745e+06      2.48831e-10  -2.28921e-10  -5.26189e-10     -9.82     -0.000385364    -4.98848e-17     8.43142e-17     1.16841e-16
